source_label,model_name,quantity_id,n_successful_runs,pooled_point_estimate,pooled_90_interval,reml_predictive_90_interval,bayes_predictive_90_interval,usage_total_tokens_per_successful_run,usage_estimated_total_cost_usd_per_successful_run,source_dir
claude-haiku-4.5-elasticities-batch15,claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_3,15,0.23333333333333334,"[0.05, 0.6493]","[0.06451, 0.7225]","[0.1101, 0.4472]",1619.9333333333334,0.0030796666666666668,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15
claude-haiku-4.5-elasticities-batch15,claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_4,15,0.24666666666666667,"[0.05, 0.6869]","[0.06901, 0.8007]","[0.1212, 0.4851]",1628.8666666666666,0.0031243333333333336,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15
claude-haiku-4.5-elasticities-batch15,claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_5,15,0.24333333333333332,"[0.05228, 0.6905]","[0.07254, 0.7496]","[0.1238, 0.4637]",1624.5333333333333,0.003102666666666667,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15
claude-haiku-4.5-elasticities-batch15,claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_6,15,0.24333333333333332,"[0.05, 0.6496]","[0.06834, 0.7802]","[0.1193, 0.4744]",1625.0,0.0031050000000000006,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15
claude-haiku-4.5-elasticities-batch15,claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_7,15,0.23466666666666666,"[0.05056, 0.649]","[0.06658, 0.7208]","[0.1135, 0.4463]",1631.0666666666666,0.0031353333333333333,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15
claude-haiku-4.5-elasticities-batch15,claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_8,15,0.24333333333333332,"[0.05062, 0.6927]","[0.06882, 0.7783]","[0.1199, 0.474]",1633.5333333333333,0.0031476666666666667,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15
claude-haiku-4.5-elasticities-batch15,claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_9,15,0.24266666666666667,"[0.04842, 0.6922]","[0.07026, 0.7753]","[0.1215, 0.475]",1631.9333333333334,0.003139666666666667,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15
claude-haiku-4.5-elasticities-batch15,claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.secondary,15,0.4166666666666667,"[0.1118, 1.154]","[0.1496, 1.029]","[0.2326, 0.7045]",1585.8,0.003009,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15
claude-haiku-4.5-elasticities-batch15,claude-haiku-4.5,production.capital_labor_substitution,15,0.6533333333333334,"[0.3772, 1.14]","[0.4088, 1.031]","[0.5036, 0.8456]",1605.8666666666666,0.0031293333333333334,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15
claude-haiku-4.5-elasticities-batch15,claude-haiku-4.5,tax.capital_gains_realizations.elasticity,15,0.7933333333333333,"[0.2519, 1.667]","[-0.476, 1.447]","[0.1776, 1.214]",1596.3333333333333,0.003001666666666667,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15
claude-haiku-4.5-elasticities-batch15,claude-haiku-4.5,tax.elasticity_of_taxable_income.top_earners,15,0.4326666666666667,"[0.1504, 1.086]","[0.08396, 0.8132]","[0.2139, 0.6419]",1598.6,0.003169,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15
claude-haiku-4.5-elasticities-batch15,claude-haiku-4.5,trade.armington_elasticity.import_domestic,15,1.5,"[0.7007, 3.341]","[0.7704, 2.819]","[1.037, 2.146]",1564.4666666666667,0.0030183333333333334,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,household.intertemporal_elasticity_of_substitution,15,0.5,"[0.1, 2]","[0.1003, 1.881]","[0.2067, 1.113]",1688.6666666666667,0.01777666666666667,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.extensive_margin.single_mothers,15,0.7,"[0.2504, 1.498]","[0.188, 1.326]","[0.3983, 1.038]",1652.4666666666667,0.017171666666666665,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.frisch_elasticity.prime_age,15,0.5,"[0.1, 1]","[0.1557, 1.491]","[0.2615, 0.935]",1712.6666666666667,0.01829666666666667,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.income_elasticity.prime_age,15,-0.06333333333333334,"[-0.2464, -1.797e-05]","[-0.1456, 0.02944]","[-0.1086, -0.005611]",1671.1333333333334,0.017478333333333332,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.marshallian_wage_elasticity.prime_age,15,0.1,"[-0.05, 0.35]","[-0.08811, 0.2962]","[-0.006608, 0.2092]",1670.6666666666667,0.017326666666666667,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.policy_response.income_elasticity,15,-0.1,"[-0.3, 1.11e-15]","[-0.2467, 0.03889]","[-0.1814, -0.02106]",1669.4666666666667,0.016996666666666667,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.policy_response.substitution_elasticity.all,15,0.36000000000000004,"[0.08889, 0.7956]","[0.1286, 0.8501]","[0.1909, 0.601]",1705.0,0.017505,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_1,15,0.18666666666666668,"[0.03404, 0.4996]","[0.05478, 0.6168]","[0.09464, 0.3736]",1706.3333333333333,0.017538333333333333,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_10,15,0.2,"[0.05, 0.45]","[0.0662, 0.5729]","[0.1081, 0.3642]",1712.2666666666667,0.01768666666666667,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_2,15,0.19666666666666668,"[0.04545, 0.45]","[0.06375, 0.58]","[0.1052, 0.3654]",1715.9333333333334,0.017778333333333333,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_3,15,0.15,"[0.04545, 0.3949]","[0.05497, 0.3962]","[0.08581, 0.2597]",1679.4666666666667,0.016866666666666665,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_4,15,0.15,"[0.04545, 0.3949]","[0.05497, 0.3962]","[0.08581, 0.2597]",1682.7333333333333,0.016948333333333336,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_5,15,0.15,"[0.05, 0.35]","[0.05721, 0.3817]","[0.08766, 0.2544]",1678.1333333333334,0.016833333333333332,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_6,15,0.2,"[0.05, 0.45]","[0.06747, 0.5631]","[0.1093, 0.3605]",1677.5333333333333,0.016818333333333334,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_7,15,0.2,"[0.05, 0.45]","[0.06786, 0.5602]","[0.1096, 0.3594]",1677.0,0.016805000000000004,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_8,15,0.2,"[0.05, 0.45]","[0.06719, 0.5652]","[0.109, 0.3613]",1685.1333333333334,0.017008333333333337,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_9,15,0.2,"[0.05, 0.45]","[0.06673, 0.5687]","[0.1086, 0.3626]",1702.2666666666667,0.017436666666666666,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,labor_supply.policy_response.substitution_elasticity.secondary,15,0.3,"[0.1, 0.6]","[0.1234, 0.6935]","[0.1832, 0.4838]",1639.5333333333333,0.016368333333333335,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,production.capital_labor_substitution,15,0.7,"[0.3, 1.373]","[0.3521, 1.344]","[0.478, 1.014]",1701.3333333333333,0.018013333333333333,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,tax.capital_gains_realizations.elasticity,15,-0.7,"[-1.2, -0.2]","[-1.222, -0.2407]","[-0.985, -0.4349]",1704.2666666666667,0.01768666666666667,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,tax.elasticity_of_taxable_income.top_earners,15,0.5,"[0.15, 1.2]","[0.07064, 1.031]","[0.2468, 0.7854]",1714.3333333333333,0.018718333333333333,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-opus-4.6-elasticities-batch15,claude-opus-4.6,trade.armington_elasticity.import_domestic,15,1.5,"[0.5, 4]","[0.51, 4.016]","[0.8257, 2.649]",1636.5333333333333,0.016873333333333334,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,household.intertemporal_elasticity_of_substitution,15,0.5,"[0.1, 1.5]","[0.1225, 1.648]","[0.2306, 1.017]",1749.6666666666667,0.011581000000000001,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.extensive_margin.single_mothers,15,0.7066666666666667,"[0.2003, 1.567]","[0.148, 1.403]","[0.3748, 1.083]",1666.8,0.010518,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.frisch_elasticity.prime_age,15,0.35666666666666663,"[0.05897, 1.143]","[0.1021, 1.19]","[0.1747, 0.7256]",1734.2666666666667,0.011302000000000001,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.income_elasticity.prime_age,15,-0.1,"[-0.3992, 0.04978]","[-0.3131, 0.09707]","[-0.2177, 0.01267]",1698.3333333333333,0.010895,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.marshallian_wage_elasticity.prime_age,15,0.1,"[-0.09994, 0.3998]","[-0.1228, 0.3342]","[-0.0264, 0.23]",1745.4,0.011517,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.policy_response.income_elasticity,15,-0.1,"[-0.3, 1.11e-15]","[-0.2467, 0.03889]","[-0.1814, -0.02106]",1694.6,0.010575,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.policy_response.substitution_elasticity.all,15,0.26666666666666666,"[0.1, 0.9054]","[0.1122, 0.5606]","[0.1599, 0.4035]",1739.8,0.011025,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_1,15,0.14933333333333332,"[0.004, 0.5335]","[3.917e-05, 4.972]","[0.001877, 3.934]",1741.2666666666667,0.011047,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_10,15,0.19266666666666668,"[0.05, 0.5481]","[0.05997, 0.5701]","[0.09968, 0.3567]",1745.8,0.011115000000000002,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_2,15,0.19666666666666668,"[0.03278, 0.644]","[0.05176, 0.6779]","[0.08987, 0.411]",1728.0666666666666,0.010849000000000001,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_3,15,0.20333333333333334,"[0.05, 0.5391]","[0.06444, 0.5892]","[0.1059, 0.3731]",1736.8,0.01098,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_4,15,0.22333333333333333,"[0.05, 0.4996]","[0.07069, 0.6175]","[0.1133, 0.4012]",1726.0666666666666,0.010819,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_5,15,0.25,"[0.05294, 0.5]","[0.08451, 0.6938]","[0.1371, 0.4473]",1720.8,0.01074,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_6,15,0.24000000000000002,"[0.0508, 0.4999]","[0.07812, 0.6858]","[0.128, 0.4381]",1722.0,0.010758,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_7,15,0.24666666666666667,"[0.0586, 0.4995]","[0.09312, 0.6254]","[0.144, 0.419]",1729.1333333333334,0.010865000000000001,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_8,15,0.24666666666666667,"[0.05064, 0.5]","[0.07948, 0.7119]","[0.1312, 0.4525]",1727.7333333333333,0.010844,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.policy_response.substitution_elasticity.primary.decile_9,15,0.25,"[0.05088, 0.5]","[0.08115, 0.7188]","[0.134, 0.4571]",1731.0,0.010893000000000002,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,labor_supply.policy_response.substitution_elasticity.secondary,15,0.5,"[0.2, 1]","[0.2187, 1.063]","[0.3167, 0.7719]",1697.7333333333333,0.010694,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,production.capital_labor_substitution,15,0.7066666666666667,"[0.3011, 1.286]","[0.3665, 1.322]","[0.4906, 1.01]",1733.8,0.011295000000000001,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,tax.capital_gains_realizations.elasticity,15,-0.72,"[-1.733, -0.1064]","[-1.439, -0.1164]","[-1.11, -0.3683]",1720.8666666666666,0.010861,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,tax.elasticity_of_taxable_income.top_earners,15,0.5,"[0.1134, 1.331]","[0.05381, 1.057]","[0.2363, 0.7987]",1741.0,0.011631,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
claude-sonnet-4.6-elasticities-batch15,claude-sonnet-4.6,trade.armington_elasticity.import_domestic,15,2.3333333333333335,"[0.8519, 5.749]","[0.953, 5.172]","[1.415, 3.73]",1659.8,0.010473000000000001,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,household.intertemporal_elasticity_of_substitution,15,0.5066666666666666,"[0.1, 1.978]","[0.1074, 1.831]","[0.2158, 1.098]",715.4,0.0011912,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.extensive_margin.single_mothers,15,0.5766666666666667,"[0.1701, 1.448]","[0.1482, 1.023]","[0.273, 0.8558]",630.0,0.0009475,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.frisch_elasticity.prime_age,15,0.49333333333333335,"[0.1, 1.498]","[0.1321, 1.664]","[0.2367, 0.9933]",837.6666666666666,0.0015405,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.income_elasticity.prime_age,15,-0.05,"[-0.15, 1.11e-15]","[-0.127, 0.02444]","[-0.0929, -0.007889]",638.4,0.0009552,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.marshallian_wage_elasticity.prime_age,15,0.09666666666666668,"[-0.1474, 0.4979]","[-0.1744, 0.3785]","[-0.05911, 0.2518]",619.5333333333333,0.0008961,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.policy_response.income_elasticity,15,-0.060000000000000005,"[-0.2834, 0.04694]","[-0.1538, 0.04284]","[-0.1101, 0.001808]",683.6666666666666,0.0010385000000000001,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.policy_response.substitution_elasticity.all,15,0.25,"[0.08889, 0.7612]","[0.0936, 0.634]","[0.145, 0.4245]",702.4666666666667,0.0010574,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.policy_response.substitution_elasticity.primary.decile_1,15,0.142,"[0.01389, 0.5748]","[0.0005589, 4.437]","[0.007084, 1.915]",668.5333333333333,0.0009581,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.policy_response.substitution_elasticity.primary.decile_10,15,0.15133333333333335,"[0.02327, 0.6301]","[0.004335, 2.695]","[0.02123, 0.9612]",681.3333333333334,0.0009865,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.policy_response.substitution_elasticity.primary.decile_2,15,0.14,"[0.02835, 0.4874]","[0.04044, 0.4785]","[0.07054, 0.2842]",669.4,0.0009607,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.policy_response.substitution_elasticity.primary.decile_3,15,0.136,"[0.03588, 0.4488]","[0.04355, 0.4034]","[0.07153, 0.2523]",667.1333333333333,0.0009539,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.policy_response.substitution_elasticity.primary.decile_4,15,0.12333333333333334,"[0.0197, 0.4478]","[0.003573, 2.508]","[0.01829, 0.8179]",675.8666666666667,0.0009801,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.policy_response.substitution_elasticity.primary.decile_5,15,0.12133333333333333,"[0.008046, 0.4483]","[0.0001407, 4.825]","[0.003252, 2.711]",672.5333333333333,0.0009701,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.policy_response.substitution_elasticity.primary.decile_6,15,0.12466666666666668,"[0.01667, 0.4479]","[0.001015, 3.984]","[0.009458, 1.477]",666.2666666666667,0.0009513000000000001,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.policy_response.substitution_elasticity.primary.decile_7,15,0.13333333333333333,"[0.02436, 0.4488]","[0.00961, 1.49]","[0.03236, 0.5569]",679.8666666666667,0.0009921,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.policy_response.substitution_elasticity.primary.decile_8,15,0.13866666666666666,"[0.03138, 0.4487]","[0.04308, 0.4408]","[0.07243, 0.2703]",667.2,0.0009540999999999999,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.policy_response.substitution_elasticity.primary.decile_9,15,0.13933333333333334,"[0.03481, 0.4477]","[0.04627, 0.4051]","[0.0748, 0.2571]",668.4,0.0009577,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,labor_supply.policy_response.substitution_elasticity.secondary,15,0.36333333333333334,"[0.1297, 0.8947]","[0.1494, 0.8253]","[0.221, 0.5818]",659.6,0.0009863,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
gemini-3-flash-preview-elasticities-batch15,gemini-3-flash-preview,production.capital_labor_substitution,15,0.7899999999999999,"[0.3784, 1.394]","[0.4391, 1.358]","[0.5625, 1.08]",637.0666666666667,0.0009362,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15
